date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:42:58	3725/3725	---M--	200	added ('OK')	image/png	etag:%22v76c%22	https://4.bp.blogspot.com/-O3EpVMWcoKw/WxY6-6I4--I/AAAAAAAAB2s/KzC0FqUQtkMdw7VzT6oOR_8vbZO6EJc-ACK4BGAYYCw/w680/nth.png	C:/Users/alexa/Desktop/create/sit2/4.bp.blogspot.com/-O3EpVMWcoKw/WxY6-6I4--I/AAAAAAAAB2s/KzC0FqUQtkMdw7VzT6oOR_8vbZO6EJc-ACK4BGAYYCw/w680/nth.png	(from https://www.cspira.com.br/)
02:42:58	257/257	---MCZ	302	error ('Moved%20Temporarily')	text/html	etag:%221545483673400%22	https://sites.google.com/site/blogcommentssg/blogger/Blog.js	C:/Users/alexa/Desktop/create/sit2/sites.google.com/site/blogcommentssg/blogger/Blog.c.delayed	(from https://www.cspira.com.br/)
02:42:59	1939/1939	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Jul%202022%2005:42:59%20GMT	https://sites.google.com/site/blogcommentssg/blogger/Blog.js?attredirects=0	C:/Users/alexa/Desktop/create/sit2/sites.google.com/site/blogcommentssg/blogger/Blog6fb5.html	(from https://www.cspira.com.br/)
02:42:59	261/261	---MCZ	302	error ('Moved%20Temporarily')	text/html	etag:%221545483391261%22	https://sites.google.com/site/bloggecomments/comments/Blogger.js	C:/Users/alexa/Desktop/create/sit2/sites.google.com/site/bloggecomments/comments/Blogger.e.delayed	(from https://www.cspira.com.br/)
02:43:01	1943/1943	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Jul%202022%2005:43:00%20GMT	https://sites.google.com/site/bloggecomments/comments/Blogger.js?attredirects=0	C:/Users/alexa/Desktop/create/sit2/sites.google.com/site/bloggecomments/comments/Blogger6fb5.html	(from https://www.cspira.com.br/)
02:43:02	166547/166547	---MC-	200	added ('OK')	text/javascript	date:Sat,%2009%20Jul%202022%2005:43:01%20GMT	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/Users/alexa/Desktop/create/sit2/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://www.cspira.com.br/)
02:43:03	3097/3097	---M-Z	200	added ('OK')	application/x-javascript	etag:%229a373b8e162831f04dcb1e758c956370%22	https://connect.facebook.net/en_US/sdk.js	C:/Users/alexa/Desktop/create/sit2/connect.facebook.net/en_US/sdk.js	(from https://www.cspira.com.br/)
02:43:04	167624/167624	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Jul%202022%2005:43:04%20GMT	https://www.cspira.com.br/2020/12/counter-strike-16-nom-steam_20.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2020/12/counter-strike-16-nom-steam_20.12.delayed	(from https://www.cspira.com.br/)
02:43:06	638272/638272	---M--	200	added ('OK')	image/png	etag:%2278a2d732f5acca2f88fe54d27f25cdb0%22	https://i.imgur.com/mSEKJhQ.png	C:/Users/alexa/Desktop/create/sit2/i.imgur.com/mSEKJhQ.png	(from https://www.cspira.com.br/)
02:43:06	183488/183488	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2022/06/baixar-cs-1.6-online-2022.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2022/06/baixar-cs-1.6-online-2022.html	(from https://www.cspira.com.br/)
02:43:07	177998/177998	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2020/12/sxe-injected-172.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2020/12/sxe-injected-172.html	(from https://www.cspira.com.br/)
02:43:08	175234/175234	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/search/label/Addons?&max-results=6	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/search/label/Addons9d0e.html	(from https://www.cspira.com.br/)
02:43:09	178302/178302	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2020/12/reunion-010133-rehlds.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2020/12/reunion-010133-rehlds.html	(from https://www.cspira.com.br/)
02:43:10	962/962	---M--	200	added ('OK')	image/gif	etag:%222cf1d1246deae4b313019becdad05438%22	https://i.imgur.com/TXw4GvZ.gif	C:/Users/alexa/Desktop/create/sit2/i.imgur.com/TXw4GvZ.gif	(from https://www.cspira.com.br/)
02:43:12	237640/237640	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/02/divugue-seu-servidor-aqui.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/02/divugue-seu-servidor-aqui.html	(from https://www.cspira.com.br/)
02:43:12	27331/27331	---MC-	200	added ('OK')	image/png	date:Sat,%2009%20Jul%202022%2005:43:12%20GMT	https://cache.gametracker.com/server_info/107.152.38.136:27015/b_560_95_1.png	C:/Users/alexa/Desktop/create/sit2/cache.gametracker.com/server_info/107.152.38.136_27015/b_560_95_1.png	(from https://www.cspira.com.br/)
02:43:13	184155/184155	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2022/06/baixardownload-counter-strike-16-pt-br.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2022/06/baixardownload-counter-strike-16-pt-br.html	(from https://www.cspira.com.br/)
02:43:14	87357/87357	---M--	200	added ('OK')	image/jpeg	etag:%22vd02%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhwGKypx-uQ1jJkepgYs1TzkV9fZfK0UdIOanlAQvBS9CYJxKQhwxovHCQSrEqIBrqVyjKEu3Mh2lbM_cCjXrJsX3YBkrDLUOLnaQEJeUhmX3xhcTA57PzYdxop2JYLEotuCWLYxVc85D8av6wwbG9eiIhkgP_XJW83giEgPkZe2KMpj5cI7WvQ5LEc/w680/cspira.jpg	C:/Users/alexa/Desktop/create/sit2/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhwGKypx-uQ1jJkepgYs1TzkV9fZfK0UdIOanlAQvB/w680/cspira.jpg	(from https://www.cspira.com.br/)
02:43:15	183552/183552	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2022/06/counter-strike-16-full-hd-edition.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2022/06/counter-strike-16-full-hd-edition.html	(from https://www.cspira.com.br/)
02:43:16	57280/57280	---M--	200	added ('OK')	image/jpeg	etag:%22vcf7%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjrfjNe3NCtGbUem7AKpc5JszbvJRif-HtAA_xd5EnTEg396qEVK8ZKzzKOSMv6I8EU_d-yVBe1TtVFrhREc7Pm9hPJas5ebyo6CUwLIKyI2HppSio2Xlgw5Gh80tkbWtUaPN8sMJVkz21aDG9M_gnrOj6Y6475vglGjpvMMuo0Sjg8XpiWvX39awt4/w680/cs.jpg	C:/Users/alexa/Desktop/create/sit2/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjrfjNe3NCtGbUem7AKpc5JszbvJRif-HtAA_xd5En/w680/cs.jpg	(from https://www.cspira.com.br/)
02:43:17	180991/180991	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2022/05/counter-strike-16-versao-cs-go-edition.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2022/05/counter-strike-16-versao-cs-go-edition.html	(from https://www.cspira.com.br/)
02:43:19	45191/45191	---M--	200	added ('OK')	image/jpeg	etag:%22vce4%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjx3XMF9b7ihQXEGfMsQbBlM0q2IhlZDM6kR59JddP7rMguPOoSezkNLfRxVfcQAaXlUpwQBTS-U_ITE4WTDB5MZ5na7nC-G8Hchn0ZVTA8orjEZl47mdAiaDtWPZNfDXbrWwaIL-ZAL4a-ueI_oPwpiQvobd7snTo4izO3g_Rqgx7GTWNCTBBY_ROk/w680/Sem%20t%c3%adtulo.jpg	C:/Users/alexa/Desktop/create/sit2/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjx3XMF9b7ihQXEGfMsQbBlM0q2IhlZDM6kR59JddP/w680/Sem%20t_tulo.jpg_;filename_=UTF-8''Sem%20t%C3%ADtulo.jpg	(from https://www.cspira.com.br/)
02:43:19	181368/181368	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2022/05/cspira-counter-strike-argentina.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2022/05/cspira-counter-strike-argentina.html	(from https://www.cspira.com.br/)
02:43:21	130504/130504	---M--	200	added ('OK')	image/jpeg	etag:%22vcc5%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgH8umtOI3XskGgRXgSPtl6CQSEzeygnABZ6zDznyPM5Zkwpc3OfgeO5jgyxTXgENx0J-m-Xc3U-hLkRs9wZ6LOeJZxg4l1Ya9al2inG_W0EuH-yu-ACD6CXVv5q2w8f2tLhj7V3ZdDbuVjr0uP25mLMdqQNHqpG9Bj3dQutvoORpRA0DPVBnwLAUKt/w680/cs.jpg	C:/Users/alexa/Desktop/create/sit2/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgH8umtOI3XskGgRXgSPtl6CQSEzeygnABZ6zDznyP/w680/cs.jpg	(from https://www.cspira.com.br/)
02:43:21	178755/178755	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2022/03/compilador-atualizado-cs-2022.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2022/03/compilador-atualizado-cs-2022.html	(from https://www.cspira.com.br/)
02:43:22	179244/179244	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2022/01/prefix-steam-e-nonsteam.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2022/01/prefix-steam-e-nonsteam.html	(from https://www.cspira.com.br/)
02:43:23	179423/179423	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2022/01/patente-csgo.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2022/01/patente-csgo.html	(from https://www.cspira.com.br/)
02:43:23	181204/181204	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2022/01/menu-de-armas-menu-de-armas-vip.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2022/01/menu-de-armas-menu-de-armas-vip.html	(from https://www.cspira.com.br/)
02:43:24	179050/179050	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/10/plugin-admin-online-hud.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/10/plugin-admin-online-hud.html	(from https://www.cspira.com.br/)
02:43:24	60604/60604	---M--	200	added ('OK')	image/jpeg	etag:%22vbcc%22	https://1.bp.blogspot.com/-a3Y44o4HkKY/YXcG1qdYuvI/AAAAAAAAC8s/RVUWClOmsBIYIAcZ7x9wzoLKKvcoRWMugCLcBGAsYHQ/w680/AdminOnline.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-a3Y44o4HkKY/YXcG1qdYuvI/AAAAAAAAC8s/RVUWClOmsBIYIAcZ7x9wzoLKKvcoRWMugCLcBGAsYHQ/w680/AdminOnline.jpg	(from https://www.cspira.com.br/)
02:43:25	178506/178506	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/10/base-limpa-addons-linux.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/10/base-limpa-addons-linux.html	(from https://www.cspira.com.br/)
02:43:25	38250/38250	---M--	200	added ('OK')	image/jpeg	etag:%22vbc5%22	https://1.bp.blogspot.com/-xLr84aho6vI/YW7Dxuxw8zI/AAAAAAAAC8Q/S91o8UEWgwA_vqOOuhPqbVC_P3cH5pDVgCLcBGAsYHQ/w680/amxmodx.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-xLr84aho6vI/YW7Dxuxw8zI/AAAAAAAAC8Q/S91o8UEWgwA_vqOOuhPqbVC_P3cH5pDVgCLcBGAsYHQ/w680/amxmodx.jpg	(from https://www.cspira.com.br/)
02:43:26	178528/178528	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/10/skin-c4-tartaruga.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/10/skin-c4-tartaruga.html	(from https://www.cspira.com.br/)
02:43:26	67856/67856	---M--	200	added ('OK')	image/jpeg	etag:%22vbbe%22	https://1.bp.blogspot.com/-KLKfVByBDDw/YWxkRZnaQgI/AAAAAAAAC7w/Gq3FixSgp8gxC-e6GKo963j4BQjAgj7YgCLcBGAsYHQ/w680/C4_Tartaruga.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-KLKfVByBDDw/YWxkRZnaQgI/AAAAAAAAC7w/Gq3FixSgp8gxC-e6GKo963j4BQjAgj7YgCLcBGAsYHQ/w680/C4_Tartaruga.jpg	(from https://www.cspira.com.br/)
02:43:27	177759/177759	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/10/plugin-permite-adicionar-o-timer-da-c4.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/10/plugin-permite-adicionar-o-timer-da-c4.html	(from https://www.cspira.com.br/)
02:43:27	67693/67693	---M--	200	added ('OK')	image/jpeg	etag:%22vbbb%22	https://1.bp.blogspot.com/-B8i2TWRLlzA/YWxZfcfjYvI/AAAAAAAAC7o/W9WWwpHFIy8KcYW9kKhxBdIToTz4bfC_wCLcBGAsYHQ/w680/PLUGIN+C4TIMER.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-B8i2TWRLlzA/YWxZfcfjYvI/AAAAAAAAC7o/W9WWwpHFIy8KcYW9kKhxBdIToTz4bfC_wCLcBGAsYHQ/w680/PLUGIN%20C4TIMER.jpg	(from https://www.cspira.com.br/)
02:43:28	177924/177924	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/10/plugin-anti-wallhack-v45.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/10/plugin-anti-wallhack-v45.html	(from https://www.cspira.com.br/)
02:43:28	23692/23692	---M--	200	added ('OK')	image/jpeg	etag:%22vbb7%22	https://1.bp.blogspot.com/-t7wnahEYxlo/YWtyp9c3E5I/AAAAAAAAC7Y/1VrcsGB_Pjo2SHB5tiqtnpOK1Ccd-_BdACLcBGAsYHQ/w680/anti+xiter+cs1.6.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-t7wnahEYxlo/YWtyp9c3E5I/AAAAAAAAC7Y/1VrcsGB_Pjo2SHB5tiqtnpOK1Ccd-_BdACLcBGAsYHQ/w680/anti%20xiter%20cs1.6.jpg	(from https://www.cspira.com.br/)
02:43:29	178063/178063	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/10/plugin-gorro-de-natal-neve.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/10/plugin-gorro-de-natal-neve.html	(from https://www.cspira.com.br/)
02:43:29	217251/217251	---M--	200	added ('OK')	image/png	etag:%22v7eb%22	https://1.bp.blogspot.com/-guyZwFsY69U/X-CIM6o4vyI/AAAAAAAAB-o/x4isYXEBd2EJyVDuvMTfb6frZMCCldjvACLcBGAsYHQ/w680/SantaHat.png	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-guyZwFsY69U/X-CIM6o4vyI/AAAAAAAAB-o/x4isYXEBd2EJyVDuvMTfb6frZMCCldjvACLcBGAsYHQ/w680/SantaHat.png	(from https://www.cspira.com.br/)
02:43:30	179005/179005	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/10/plugin-reset-score-02.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/10/plugin-reset-score-02.html	(from https://www.cspira.com.br/)
02:43:30	41009/41009	---M--	200	added ('OK')	image/jpeg	etag:%22vbaf%22	https://1.bp.blogspot.com/-JILOVnkkfD8/YWnHRoQNfwI/AAAAAAAAC64/Zzh45SRBrPgnLEXbu1MaTU9rmp2WT1RHACLcBGAsYHQ/w680/CS1.6.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-JILOVnkkfD8/YWnHRoQNfwI/AAAAAAAAC64/Zzh45SRBrPgnLEXbu1MaTU9rmp2WT1RHACLcBGAsYHQ/w680/CS1.6.jpg	(from https://www.cspira.com.br/)
02:43:32	184693/184693	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/searche353.html	(from https://www.cspira.com.br/)
02:43:32	255/255	---M--	200	added ('OK')	image/png	etag:%22ff-581c6e4a3c8c0%22	https://down-cs.su/icos/clean.png	C:/Users/alexa/Desktop/create/sit2/down-cs.su/icos/clean.png	(from https://www.cspira.com.br/)
02:43:34	29322/29322	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2262b82d6a-728a%22	http://waust.at/t.js	C:/Users/alexa/Desktop/create/sit2/waust.at/t.js	(from https://www.cspira.com.br/)
02:43:35	177338/177338	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2020/12/rehlds-counter-strike16.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2020/12/rehlds-counter-strike16.html	(from https://www.cspira.com.br/)
02:43:36	179419/179419	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2020/12/regamedllcs-cspira.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2020/12/regamedllcs-cspira.html	(from https://www.cspira.com.br/)
02:43:36	178428/178428	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2020/12/metamod-r-cspira.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2020/12/metamod-r-cspira.html	(from https://www.cspira.com.br/)
02:43:37	177573/177573	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2020/12/hlds-steam-cmd.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2020/12/hlds-steam-cmd.html	(from https://www.cspira.com.br/)
02:43:39	178574/178574	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2020/12/hlds-voicetranscoder-abreviadamente-vtc.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2020/12/hlds-voicetranscoder-abreviadamente-vtc.html	(from https://www.cspira.com.br/)
02:43:41	47/47	---MC-	200	added ('OK')	text/javascript	date:Fri,%2008%20Jul%202022%2009:40:40%20GMT	http://pagead2.googlesyndication.com/pagead/js/google_top_exp.js	C:/Users/alexa/Desktop/create/sit2/pagead2.googlesyndication.com/pagead/js/f-2.txt	(from https://www.cspira.com.br/)
02:43:41	53392/53392	---M--	200	added ('OK')	text/javascript	etag:%222982d94024acca3a%22	https://apis.google.com/js/plusone.js	C:/Users/alexa/Desktop/create/sit2/apis.google.com/js/plusone.js	(from https://www.cspira.com.br/)
02:43:42	179152/179152	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/01/mapa-cschaves-cspira.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/01/mapa-cschaves-cspira.html	(from https://www.cspira.com.br/)
02:43:42	55487/55487	---M--	200	added ('OK')	image/jpeg	etag:%22v923%22	https://1.bp.blogspot.com/-lTnnZuY8uXk/X_soQXRpO_I/AAAAAAAACSE/hjZZoo28sFAp0iguwECbo8KMU15evRjywCLcBGAsYHQ/w680/cs_chaves+%25281%2529.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-lTnnZuY8uXk/X_soQXRpO_I/AAAAAAAACSE/hjZZoo28sFAp0iguwECbo8KMU15evRjywCLcBGAsYHQ/w680/cs_chaves%20(1).jpg	(from https://www.cspira.com.br/)
02:43:43	188763/188763	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2020/12/addons-4fun.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2020/12/addons-4fun.html	(from https://www.cspira.com.br/)
02:43:43	112681/112681	---M--	200	added ('OK')	image/jpeg	etag:%22v7d0%22	https://1.bp.blogspot.com/-7yc6te72FUI/X9-mZOpRkVI/AAAAAAAAB88/V9_DS0NoidopRQ0njAGBVU-SW--fnBSAwCLcBGAsYHQ/w680/C4.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-7yc6te72FUI/X9-mZOpRkVI/AAAAAAAAB88/V9_DS0NoidopRQ0njAGBVU-SW--fnBSAwCLcBGAsYHQ/w680/C4.jpg	(from https://www.cspira.com.br/)
02:43:44	180347/180347	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/09/download-gta-san-andreas-pc-pt-br.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/09/download-gta-san-andreas-pc-pt-br.html	(from https://www.cspira.com.br/)
